,jaccard_loss,iou_score,accuracy,precision,recall,fscore,arch,encoder,title,sparsity
0,0.19535712538094355,0.8047047956236477,0.9562973626728716,0.880401266032252,0.9017155006014068,0.8907219356503978,linknet,mobilenet_v2,linknet_mobilenet_v2_NEA_exp_1,0
