,jaccard_loss,iou_score,accuracy,precision,recall,fscore,arch,encoder,title,sparsity
0,0.21347022056579587,0.7867073827776416,0.9510728655190303,0.8608125715420163,0.8993974245827773,0.8794030793781938,linknet,mobilenet_v2,linknet_mobilenet_v2_NEA_exp_1,0.5
